TIME,SOIL
2020-01-19 10:59:20.148212,1.0
2020-01-19 10:59:20.578022,0.9
2020-01-19 10:59:21.104367,0.8
2020-01-19 10:59:21.590551,0.7
2020-01-19 10:59:22.567011,0.6
2020-01-19 10:59:23.146863,0.5
2020-01-19 10:59:24.049636,0.4
2020-01-19 10:59:25.567083,0.3
2020-01-19 10:59:27.049332,0.2
2020-01-19 13:09:52.904769,26.3
2020-01-19 13:09:53.461388,26.1
2020-01-19 13:09:53.916556,25.6
2020-01-19 13:09:54.472794,25.3
2020-01-19 13:09:54.872051,24.9
2020-01-19 13:09:55.486353,24.4
2020-01-19 13:09:55.879949,24.0
2020-01-19 13:09:56.427831,23.5
2020-01-19 13:09:56.948804,23.1
2020-01-19 13:09:57.437092,22.7
2020-01-19 13:09:57.964700,21.7
2020-01-19 13:09:58.471366,19.5
2020-01-19 13:09:58.864616,17.6
2020-01-19 13:09:59.408564,15.8
2020-01-19 13:10:00.064283,14.2
2020-01-19 13:10:00.380147,12.8
2020-01-19 13:10:00.886894,11.5
2020-01-19 13:10:01.542965,10.4
2020-01-19 13:10:01.940017,9.3
2020-01-19 13:10:02.461786,8.4
2020-01-19 13:10:02.990055,7.6
2020-01-19 13:10:03.383771,6.8
2020-01-19 13:10:03.924022,6.1
2020-01-19 13:10:04.452163,5.5
2020-01-19 13:10:04.899189,5.0
2020-01-19 13:10:05.461763,4.5
2020-01-19 13:10:06.042803,4.0
2020-01-19 13:10:06.437075,3.6
2020-01-19 13:10:06.868079,3.3
2020-01-19 13:10:07.411619,2.9
2020-01-19 13:10:07.973902,2.6
2020-01-19 13:10:08.369022,2.4
2020-01-19 13:10:09.042669,2.1
2020-01-19 13:10:09.474309,1.9
2020-01-19 13:10:10.183493,1.7
2020-01-19 13:10:10.524042,1.6
2020-01-19 13:10:10.917910,1.4
2020-01-19 13:10:11.405596,1.3
2020-01-19 13:10:12.061424,1.1
2020-01-19 13:10:12.380202,1.0
2020-01-19 13:10:12.945468,0.9
2020-01-19 13:10:13.468703,0.8
2020-01-19 13:10:13.994981,0.7
2020-01-19 13:10:15.005787,0.6
2020-01-19 13:10:15.475917,0.5
2020-01-19 13:10:16.528489,0.4
2020-01-19 13:10:17.970157,0.3
2020-01-19 13:10:19.411451,0.2
2020-01-19 13:14:47.371280,45.7
2020-01-19 13:14:47.858352,45.8
2020-01-19 13:14:48.366152,45.9
2020-01-19 13:14:48.872973,46.0
2020-01-19 13:14:50.357300,45.7
2020-01-19 13:14:50.978673,4.0
2020-01-19 13:14:51.351003,3.6
2020-01-19 13:14:51.945846,3.3
2020-01-19 13:14:52.476280,2.9
2020-01-19 13:14:52.883497,2.7
2020-01-19 13:14:53.353675,2.4
2020-01-19 13:14:53.970928,2.1
2020-01-19 13:14:54.369857,1.9
2020-01-19 13:14:54.947461,1.7
2020-01-19 13:14:55.509901,1.6
2020-01-19 13:14:55.903671,1.4
2020-01-19 13:14:56.428548,1.3
2020-01-19 13:14:56.916308,1.1
2020-01-19 13:14:57.403815,1.0
2020-01-19 13:14:57.928904,0.9
2020-01-19 13:14:58.453765,0.8
2020-01-19 13:14:58.864801,0.7
2020-01-19 13:14:59.991207,0.6
2020-01-19 13:15:00.366370,0.5
2020-01-19 13:15:01.378616,0.4
2020-01-19 13:15:02.953809,0.3
2020-01-19 13:15:04.378673,0.2
2020-01-19 13:15:06.985096,0.1
2020-01-19 13:15:11.897861,0.0
2020-01-19 13:22:22.217167,27.6
2020-01-19 13:22:22.740674,27.5
2020-01-19 13:22:23.210675,27.0
2020-01-19 13:22:23.734423,26.6
2020-01-19 13:22:24.260680,26.2
2020-01-19 13:22:24.710765,25.7
2020-01-19 13:22:25.329510,25.4
2020-01-19 13:22:25.742243,25.2
2020-01-19 13:22:26.229669,25.3
2020-01-19 13:22:26.772080,25.8
2020-01-19 13:22:27.336143,26.5
2020-01-19 13:22:27.747070,27.5
2020-01-19 13:22:28.310898,28.6
2020-01-19 13:22:28.836204,29.7
2020-01-19 13:22:29.229735,30.7
2020-01-19 13:22:29.754845,31.9
2020-01-19 13:22:30.242329,33.1
2020-01-19 13:22:30.786202,34.1
2020-01-19 13:22:31.310926,35.2
2020-01-19 13:22:31.759487,36.0
2020-01-19 13:22:32.322136,36.7
2020-01-19 13:22:32.848479,37.0
2020-01-19 13:22:33.297105,0.0
2020-01-19 13:39:14.078818,0.6
2020-01-19 13:39:14.682242,1.8
2020-01-19 13:39:15.108215,2.6
2020-01-19 13:39:15.617666,3.5
2020-01-19 13:39:16.209657,4.9
2020-01-19 13:39:16.640649,6.7
2020-01-19 13:39:17.222522,8.6
2020-01-19 13:39:17.691014,10.7
2020-01-19 13:39:18.075595,12.5
2020-01-19 13:39:18.706106,14.2
2020-01-19 13:39:19.126938,15.5
2020-01-19 13:39:19.662090,16.7
2020-01-19 13:39:20.173728,17.8
2020-01-19 13:39:20.637293,18.7
2020-01-19 13:39:21.162366,19.6
2020-01-19 13:39:21.601179,20.6
2020-01-19 13:39:22.107755,21.4
2020-01-19 13:39:22.577842,22.2
2020-01-19 13:39:23.064418,23.0
2020-01-19 13:39:23.620367,20.7
2020-01-19 13:39:24.143758,18.6
2020-01-19 13:39:24.673236,16.8
2020-01-19 13:39:25.236755,15.1
2020-01-19 13:39:25.660686,13.6
2020-01-19 13:39:26.148030,12.2
2020-01-19 13:39:26.653526,11.0
2020-01-19 13:39:27.078520,9.9
2020-01-19 13:39:27.726628,8.9
2020-01-19 13:39:28.051392,8.0
2020-01-19 13:39:28.649516,7.2
2020-01-19 13:39:29.085550,6.5
2020-01-19 13:39:29.688122,5.8
2020-01-19 13:39:30.061448,5.3
2020-01-19 13:39:30.689580,4.7
2020-01-19 13:39:31.163504,4.3
2020-01-19 13:39:31.600940,3.8
2020-01-19 13:39:32.157662,3.5
2020-01-19 13:39:32.618378,3.1
2020-01-19 13:39:33.059430,2.8
2020-01-19 13:39:33.688975,2.5
2020-01-19 13:39:34.107991,2.3
2020-01-19 13:39:34.626597,2.0
2020-01-19 13:39:35.248222,1.8
2020-01-19 13:39:35.641857,1.7
2020-01-19 13:39:36.182466,1.5
2020-01-19 13:39:36.632857,1.3
2020-01-19 13:39:37.074245,1.2
2020-01-19 13:39:37.649356,1.1
2020-01-19 13:39:38.083109,1.0
2020-01-19 13:39:38.652252,0.9
2020-01-19 13:39:39.256208,0.8
2020-01-19 13:39:39.746469,0.7
2020-01-19 13:39:40.141385,0.6
2020-01-19 13:39:41.216379,0.5
2020-01-19 13:39:42.242991,0.4
2020-01-19 13:39:43.214906,0.3
2020-01-19 13:39:44.678269,0.2
2020-01-21 16:17:52.289799,48.5
2020-01-21 16:17:52.784857,48.4
2020-01-21 16:17:53.801085,47.8
2020-01-21 16:17:54.284957,47.0
2020-01-21 16:17:54.794567,46.7
2020-01-21 16:17:55.301274,45.4
2020-01-21 16:17:55.787783,0.0
2020-01-26 17:59:49.076878,1.5
2020-01-26 17:59:49.613054,2.8
2020-01-26 17:59:50.096959,2.5
2020-01-26 17:59:50.588086,4.7
2020-01-26 17:59:51.075749,6.5
2020-01-26 17:59:51.611939,8.6
2020-01-26 17:59:52.099293,9.5
2020-01-26 17:59:52.586923,11.9
2020-01-26 17:59:53.074798,37.2
2020-01-26 17:59:53.611012,36.9
2020-01-26 17:59:54.094675,36.6
2020-01-26 17:59:54.631032,36.2
2020-01-26 17:59:55.122205,5.8
2020-01-26 17:59:55.654816,5.2
2020-01-26 17:59:56.096475,4.7
2020-01-26 17:59:56.581094,4.2
2020-01-26 17:59:57.120641,3.8
2020-01-26 17:59:57.604898,3.4
2020-01-26 17:59:58.092487,3.1
2020-01-26 17:59:58.582987,2.8
2020-01-26 17:59:59.116169,2.5
2020-01-26 17:59:59.603661,2.2
2020-01-26 18:00:00.091113,2.0
2020-01-26 18:00:00.581627,1.8
2020-01-26 18:00:01.114687,1.6
2020-01-26 18:00:01.602348,1.5
2020-01-26 18:00:02.089904,1.3
2020-01-26 18:00:02.626001,1.2
2020-01-26 18:00:03.113406,1.1
2020-01-26 18:00:03.599678,1.0
2020-01-26 18:00:04.091924,0.9
2020-01-26 18:00:04.624973,0.8
2020-01-26 18:00:05.112151,0.7
2020-01-26 18:00:05.599961,0.6
2020-01-26 18:00:06.623545,0.5
2020-01-26 18:00:07.598247,0.4
2020-01-26 18:00:08.622533,0.3
2020-01-26 18:00:10.133762,0.2
2020-01-26 18:00:12.620196,0.1
2020-01-26 18:02:14.978374,58.2
2020-01-26 18:02:15.393490,58.4
2020-01-26 18:02:15.929725,58.5
2020-01-26 18:02:16.440662,0.0
2020-01-26 18:11:20.116415,2.0
2020-01-26 18:11:20.564150,4.1
2020-01-26 18:11:21.053211,6.1
2020-01-26 18:11:21.588393,8.0
